no,text
1661,"【參加#呼叫休士頓~太空體驗活動 活動花絮】
「飛起來了！！被帶到太空中」
「超刺激，超好玩！」
「啊~啊~離開地球表面了」
5/29~5/31信義區ATT4Fun前充滿了長榮航空粉絲們的歡笑聲，現場體驗身在外太空時無重力的感覺，小潔為大家帶來活動花絮影片，熱情參與活動的粉絲們，趕緊找找看你有沒有出現在影片裡喔?
6/5(五)即將公布休士頓機票與飛機模型的得獎者，大家要隨時關注長榮航空粉絲團，看看自己是不是獲獎的幸運兒喔。"
1662,"【☆☆777星空派對邀您齊追「星」☆☆】
炎熱的夏季澆不熄你對旅行的鍾愛，這次!!!夏季暑期遨遊星空夢~長榮仙女許你星願望，長榮期間限定開航班星優惠，讓今年仲夏夜空這塊一望無際畫布上，等你來創造屬於自己美麗的滿天星斗~
優惠內容：
暑期星空夢，長榮許你心動優惠 ♥
囊括桃園出發至美加、歐洲、新加坡、北京等12條777直航航線網路限定驚喜價
♥歐洲瘋購物 巴黎來回機票TWD25,777起(未稅)
♥體驗多元文化… More 新加坡來回機票TWD8,777起(未稅)
購票再抽✈美加不限航點經濟艙免費機票、✈新加坡經濟艙免費機票以及2015「天生李榮浩」台北演唱會門票！http://goo.gl/f0lbvB
不容錯過的星空狂歡！想知道更多優惠訊息嗎?請點此:http://goo.gl/ubywyN
活動注意事項:
1.本專案機位限額促銷，無可售機位時恕不提供特惠票價。
2.機票相關稅項為浮動價格，實際含稅票價請以系統查詢為準。
3.本活動僅適用台灣地區出發，若有其他相關未盡詳細事宜，長榮航空得隨時修改，並保有最後詮釋及取消、變更本活動細節之權利。"
1663,"【長榮大解密~香檳界的勞斯萊斯 ─ 庫克香檳新登場】
小小知識分享~庫克香檳的傳奇故事開始於1843年，是一個由家族傳承、實力雄厚的古老酒廠，遵循著傳統技藝釀製香檳。由多種年份混合（multi-vintage）釀造，採用50個不同的產區葡萄收成，並混合6~10個不同的年份調製而成，堅持使用小橡木桶發酵，窖藏陳年至少6年，以醞釀出前所未有的豐厚圓醇與濃郁芳香。6月起，搭乘長榮航空前往紐約、巴黎、休士頓等3條長程航線的皇璽桂冠艙旅客，都能品嘗庫克香檳的迷人滋味喔。"
1664,"【參加#呼叫休士頓 🚀太空體驗活動，就有機會獲得臺北-休士頓來回機票】
太空體驗本週五到週日每天中午12點至晚上8點在信義區ATT4Fun戶外廣場盛大舉辦，歡迎大家前往體驗外太空無動力漂浮。於活動現場上傳活動照片就可參加好禮三重贈，還有機會獲得臺北-休士頓來回機票喔！
🔱好禮1：拍照上傳直接贈 Hello Kitty L夾或便條紙⤵
加入長榮航空粉絲團後，在自己塗鴉牆上傳現場拍攝的照片/影片，權限設定為公開並留言『… More#呼叫休士頓 ，我在進行太空任務』
🔱好禮2：好友集氣50讚直接贈行李吊牌⤵
粉絲塗鴉牆上傳的照片/影片超過50個讚，至現場可領取行李吊牌
🔱好禮3：抽休士頓機票與飛機模型⤵
於本篇文章中張貼現場拍攝的照片，並@tag一位你最想同遊休士頓的朋友，粉絲團會抽出1名幸運粉絲，獨得兩張臺北-休士頓經濟艙來回機票，另外還有20位粉絲可各得一架飛機模型。
#呼叫休士頓 太空體驗活動：5/29(五)~5/31(日)12:00~20:00 信義區ATT4Fun戶外廣場，等你來挑戰
❗活動注意事項：
🔵活動方式：🔱好禮1與🔱好禮2由活動現場直接發放，數量有限，贈完為止。
🔱好禮3自即日起至5月31日PM11:59止，於本文留言上傳符合規範的照片及@一位好友，即可參加抽獎。
🔵粉絲上傳參加活動之照片不得翻攝、抄襲他人作品。
🔵凡中獎之獎品依照台灣所得稅法規定，應屬中獎人之機會中獎所得。中華民國境內居住者扣繳稅率為10%，扣繳稅額達新台幣20,010元以上者始須代扣繳；非中華民國境內居住者扣繳稅率為20% ，不受扣繳稅額新台幣20,010元之限制，均須代扣繳稅款。
🔵中獎者須附上身份證正反面影本(國外人士持居留證須附居留證影本)，非居住者須附護照影本。
🔵以上如未盡事宜，長榮航空保有修改、變更或暫停本活動之權利。"
1665,"【#呼叫休士頓 明日起5/29~5/31長榮航空太空體驗活動】
長榮航空台北-休士頓航線6月19日即將啟航，在正式啟航前，長榮航空邀請大家先來體驗不一樣的外太空無重力漂浮吧！從明天開始一連三天在台北市信義區ATT4Fun戶外廣場舉辦太空體驗活動，3度空間太空球等你來挑戰！活動全程免費領取號碼牌參加，趕快點開影片看看有多刺激。
🚀體驗活動號碼牌發送說明：自11點30分開始，每半點鐘發放下個半點鐘的號碼牌，需於號碼牌上所列之時間於等候區集合，逾時視同放棄體驗權益。
🗼ATT4FUN 位置：https://goo.gl/w5s734"
1666,"【la Seine，塞納河旁的舊書攤】
巴黎塞納河旁的舊書攤，是頗具特色的『書店』，攤家打開他們營業用的專用小書攤，那其實是架在河邊矮牆的綠色鐵皮箱。
這些舊書攤已經有相當悠久的歷史，起初是一些流動書販在販售舊書，他們沿著塞納河遊走。
河畔經常有許多人們散步，書販們在這裡擺設攤位，這是不是有點淡水的風情？淡水河旁販賣著許多美食小吃，而巴黎塞納河卻是賣著舊書，這也算是滿有特色的『沿河景點』。
透過這些綠色舊書攤所散發出來的濃濃書香味，旅人們不難看得出巴黎的浪漫。
粉絲們，有機會去巴黎，記得也去趟塞納河旁的舊書攤挖一下寶吧！
Photo by:Tequila Hsieh"
1667,"【夕陽下的長榮】
一天的時光就在美麗的夕陽下結束了，我們依然會繼續帶領每位旅客作旅程的啟點，放開眼界，重新感受不一樣的世界。
📷Photo by: Andy Wen"
1668,"【Hello Kitty星空機※彩繪雙層巴士在新加坡！】
小潔特報～Hello Kitty太空人除了攻佔台北之外，現在就連新加坡也要被Hello Kitty星空機彩繪雙層巴士攻佔啦！巴士由內到外，全車的彩繪就讓新加坡市民萌到休士頓！車內除了有Hello Kitty相伴之外，雙星仙子、美樂蒂也一同陪伴，夢幻可愛的三麗鷗卡通人物在新加坡為休士頓開航的活動添加更多趣味。
📢Hello Kitty※太空人攻佔台北市：https://goo.gl/jfmEGF"
1669,"【台北世貿旅展-夏日出遊首選EVA Air】
夏日出遊的首選！5/22-5/25世貿旅展長榮航空現場祭出超過30條航線優惠，旅展現場買機票帶媽媽一起出國去，享現場限量特惠價。更於現場攤位購票可獲得指定禮品，限量特惠感動有禮！
✈媽媽去哪兒：
母愛光輝耀5月 長榮感恩獻優惠！帶媽媽出國去，現場限量特惠價感動再折扣！
♥短程線折扣TWD300
♥長程線折扣TWD500(美、加、歐、澳)
✈現場購票禮上加禮：… More
凡旅展期間於長榮攤位購票，每張機票可依購買航線獲得指定好禮，還可再抽機票大獎！
✨第一重購買禮⤵
♥短程線：長榮航空造型磁鐵(送完為止)
♥長程線：施華洛世奇水晶觸控筆(送完為止)
✨第二重抽獎禮⤵
頭獎：亞洲不限航點經濟艙免費機票(每日1名)
二獎：台北-香港經濟艙免費機票(每日1名)
三獎：長榮航空Hello Kitty彩繪模型飛機(每日5名)
※夏季世貿旅展活動僅適用台灣地區出發，若有其他相關未盡詳細事宜，長榮航空得隨時修訂，並保有最後詮釋及取消、變更本活動細節之權利。
2015台北世貿旅展優惠資訊：http://goo.gl/Nv6zKm"
1670,"【#長榮心情 ~飛機大口吃】
長榮的貨機每天在世界各地執行日常載貨工作，這架波音747全貨機一次可以吞下約100噸的貨，可成了名副其實的大胃王啦！"
1671,"【夏季旅展~優質好物讓你樂e購】
只有四天（2015/5/22~2015/5/25）！長榮航空獨家商品限時88折，有最受歡迎的長榮航空限量LOGO商品、機上嚴選及飛機模型，以及更多知名品牌精品、家電、手錶、鑽石珠寶及家居生活用品⋯⋯等優質好物。
限時優惠！現在就來透過長榮樂e購郵購訂單、長榮樂e購網站或APP，購買長榮航空獨家館內商品，即可享有88折優惠（部份商品不適用本優惠）。
✈長榮樂e購網站：http://mall.evaair.com/
✈長榮樂e購APP：⤵
☀Android：https://goo.gl/vJxaUa
☀iOS：https://goo.gl/iz5ZxG"
1672,"【❤今天是520，我愛你/妳❤】
今天是5月20日耶！本來是很平常的一天，因為520是“我愛你”的諧音，特別的含義讓今天變得不再平凡，趁著這個日子，感謝長久以來支持長榮航空的粉絲，小潔也來向一路陪伴的粉絲們說聲『我愛你/妳』。
粉絲們，你們有沒有想對誰表達520的心意呢？"
1673,"【長榮大解密~Hello Kitty彩繪機-星空機服務用品，粉絲團搶先亮相】
長榮航空與日本三麗鷗再聯手打造第七架Hello Kitty彩繪機-星空機，即將於6/19飛航休士頓！
小潔為大家帶來第一手消息，搶先曝光由長榮航空特別為星空機準備的各式可愛服務用品，包含枕頭、頭墊紙、餐具、撲克牌……等，繽紛多彩的設計，除了有Hello Kitty相伴之外，雙星仙子、美樂蒂也一同陪伴搭機的旅客共渡愉快的飛行時光。
想要與星空機相遇嗎? Hello Kitty星空機飛航航點看這裡：http://evakitty.evaair.com/ch/"
1674,"【星空閃閃～星空聯盟升級獎勵，提高旅遊舒適度】
星空聯盟升級獎勵來囉，只要搭乘長榮航空等共計 27 家星空聯盟成員的航空公司行程，即可透過里數或積點來為您的旅程升級，星空聯盟，給您最豐富的選擇。
如何升等/兌換：http://goo.gl/qqTHpq
加入長榮航空無限萬哩遊會員：https://goo.gl/VXAcXw"
1675,"【得獎公布~分享你的長榮照片，蔡依林2015 PLAY演唱會門票！】
大家都好積極投稿照片，在旅行的路上，#myevaair 都會陪著大家度過每段旅程！在每段旅程中，也能留給大家一段美好的回憶。
恭喜以下粉絲獲得『蔡依林2015 PLAY演唱會』門票2張，請於5月19日24:00前回覆您的寄件地址、收件人姓名、電話，小潔立即為您安排獎品寄送喔。
謝子民 https://goo.gl/k2Bf9a
唐純卉 … Morehttps://goo.gl/lhQSI7
Annie Chen https://goo.gl/2JxBS8
Chris Chou https://goo.gl/2b6sb3
Wen-Chien Chou https://goo.gl/cG4wXH
------------------------------------------------------
活動規範：
●活動方式：即日起至5月18日PM 12:30止，於本文留言上傳符合規範的照片及 #myevaair ，即可參加抽獎。
●得獎者公布：5月18日17:00公布得獎名單，得獎者需於5月19日24:00前，以私訊回覆獎品寄送地址、收件人、電話，逾期視同棄權，不另外遞補。
●粉絲上傳參加活動之照片不得翻攝、抄襲他人作品。
●以上如未盡事宜，長榮航空保有修改、變更或暫停本活動之權利。
圖片作者：Startswithj"
1676,"【得獎者公布~ 長榮粉絲50萬 50好禮大放送】
長榮航空粉絲團因為有大家的支持，成功達到50萬粉絲數！
小潔與長榮航空感謝在心內，往後一定會繼續豐富粉絲團的訊息，並為大家帶來第一手長榮航空的資訊，及更豐富的活動。
在上萬條的留言中，抽獎系統抽出了50位幸運的粉絲，名單如下。得獎的粉絲別忘5月26日前，以私訊回覆以下指定資料：
🎉「長榮航空一日遊」：得獎者姓名、電話，將有專人聯繫。
🎉… More 其他獎項：獎品寄送地址、收件人、電話。
50好禮送得獎者：
🎁 頭獎：「長榮航空一日遊」~3名
簡蟲蟲 https://goo.gl/Exjprj
Syun Wun Peng https://goo.gl/u8UrK7
吳俊翰 https://goo.gl/05JXPv
🎁 二獎：長榮航空造型悠遊卡~3名
Evilling Huang https://goo.gl/y0uyZD
林志翰 https://goo.gl/g2oiyG
江皮傑 https://goo.gl/Rm8Nn6
🎁 三獎：A330-200 1:200 飛機模型~4名
Joe Chen https://goo.gl/gBelrK
陳小佛 https://goo.gl/Dy47Tu
吳秋蘋 https://goo.gl/dWt5dx
Joey Huang https://goo.gl/uNfb5R"
1677,"【星空聯盟&國家地理雜誌 完成你環遊世界的夢想】
環遊世界不是夢，只要參加由星空聯盟&國家地理雜誌合作的「世界精彩無限 黃框帶你看見」活動，上傳星空聯盟有飛航的景點照片，就有機會獲得環球喔！
趕緊翻出旅遊照參加活動去吧！http://www.ngtaiwan.com/2015web/fb_million/
你知道身為星空聯盟一員的長榮航空，有飛航那些航點嗎?趕緊查查看 http://goo.gl/NP88O2
NGTAIWAN.COM
FBç™ľč¬ć´»ĺ‹•"
1678,"【2015年本籍高雄地區空服學員招募中】
長榮航空本籍空服學員招募，在人情味與天氣一樣熱力四射地的高雄魅力開跑囉~
於三個月的受訓期間，完成夢想從教官授予象徵結業飛行勳章的那一刻，為自己留下感動的軌跡，往後我們將乘載著體貼及服務他人一顆熱誠的心，翱翔在高度三萬呎的天際自我展開翅膀。
長榮航空誠摯地邀請一樣對飛翔懷抱夢想的你，加入長榮航空空服團隊，與我們一起探索美麗新世界！加入長榮航空，現在就立刻報名！http://goo.gl/JoS1Rl"
1679,"【祝福星空聯盟生日快樂】
星空聯盟成立於18年前 1997年5月14日，長榮航空很驕傲在2013年6月加入成為星空聯盟的一員，祝福 星空聯盟18歲生日快樂！
＃StarAlliance18
長榮航空入星空聯盟儀式花絮：https://goo.gl/A8VtLp
YOUTUBE.COM
HAPPY 18th BIRTHDAY - STAR ALLIANCE"
1680,"【分享你的長榮照片，就有機會獲得 蔡依林 2015 PLAY演唱會門票！】
想要瘋狂搖滾一下釋放工作生活的壓力嗎?
想要近距離感受「亞洲流行天后」Jolin 的無窮魅力嗎?
只要在5/18 PM 12:30前，完成以下2步驟，就有機會抽中5月22日晚間19:30，小巨蛋特1C 區座位(市值4000元/張)，長榮航空為指定航空的蔡依林 2015 PLAY演唱會門票2張。
🐾 Step1 本文下方留言分享個人所拍攝… More 與長榮相關的照片
(ex長榮飛機英姿、機上好吃餐、ATT 4 FUN休士頓開航看板)
🐾 Step2 留言內容加入 #myevaair
------------------------------------------------------
活動規範：
🌹活動方式：即日起至5月18日PM 12:30止，於本文留言上傳符合規範的照片及 #myevaair ，即可參加抽獎。
🌹得獎者公布：5月18日17:00公布得獎名單，得獎者需於5月19日24:00前，以私訊回覆獎品寄送地址、收件人、電話，逾期視同棄權，不另外遞補。
🌹粉絲上傳參加活動之照片不得翻攝、抄襲他人作品。
🌹以上如未盡事宜，長榮航空保有修改、變更或暫停本活動之權利。"
1681,"【倒數2天，集氣加入長榮粉絲團 ~粉絲達到50萬，50好禮大放送】
❤ 活動倒數2天，目前粉絲數：499,520 (只差480人喔！🎉 )
【長榮粉絲50萬 50好禮大放送】，活動倒數2天！
於5/15 24:00前，留言邀集親朋好友加入長榮航空粉絲團，粉絲團人數達50萬(含)以上，長榮航空提供50好禮大放送，參加活動留言去：https://goo.gl/Gj02dn
除了最大夢幻獎「長榮航空一日遊」，還有長榮航空造型悠遊卡、A330-200 1:200 飛機模型、福袋組等超級好禮，你怎麼還在這，趕緊活動頁面留言去，相約大家加入粉絲團！"
